lead_id,created_date,first_name,last_name,email,company_domain,channel,campaign,became_deal
L004839,2025-12-14 15:30:00,Callum,Okonkwo,callum.okonkwo@ember.com,ember.com,Paid Search - Brand,brand-phrase,false
L004840,2025-12-30 17:45:00,Mei,Pires,mei.pires@harborview.com,harborview.com,Paid Search - Brand,brand-exact,false
L004841,2025-12-19 12:15:00,Tomas,Almeida,tomas.almeida@oakhurst.com,oakhurst.com,Paid Search - Brand,brand-exact,false
L004842,2025-12-18 10:30:00,Alicia,Novak,alicia.novak@tessellate.com,tessellate.com,Paid Search - Brand,brand-phrase,false
L004843,2025-12-17 14:45:00,Ivo,Aaltonen,ivo.aaltonen@solvent.com,solvent.com,Paid Search - Brand,brand-exact,false
L004844,2025-12-02 14:00:00,Rafael,Raghunathan,rafael.raghunathan@copperline.com,copperline.com,Paid Search - Brand,brand-exact,true
L004845,2025-12-29 17:15:00,Rafael,Nwosu,rafael.nwosu@halcyon.com,halcyon.com,Paid Search - Brand,brand-phrase,false
L004846,2025-12-28 08:30:00,Margit,Farrell,margit.farrell@northwind.com,northwind.com,Paid Search - Brand,brand-exact,false
L004847,2025-12-05 17:15:00,Renata,Doyle,renata.doyle@quillon.com,quillon.com,Paid Search - Brand,brand-phrase,false
L004848,2025-12-22 17:00:00,Renata,Okonkwo,renata.okonkwo@tessellate.com,tessellate.com,Paid Search - Brand,brand-exact,false
L004849,2025-12-16 11:30:00,Mei,Iyer,mei.iyer@ember.com,ember.com,Paid Search - Brand,brand-exact,false
L004850,2025-12-30 19:15:00,Callum,Kavanagh,callum.kavanagh@solvent.com,solvent.com,Paid Search - Brand,brand-exact,false
L004851,2025-12-26 18:15:00,Margit,Zhang,margit.zhang@kestrel.com,kestrel.com,Paid Search - Brand,brand-exact,false
L004852,2025-12-12 07:00:00,Callum,Szabo,callum.szabo@ridgeline.com,ridgeline.com,Paid Search - Brand,brand-exact,false
L004853,2025-12-21 08:00:00,Margit,Okonkwo,margit.okonkwo@thornbury.com,thornbury.com,Paid Search - Brand,brand-exact,false
L004854,2025-12-05 10:15:00,Renata,Watanabe,renata.watanabe@nimbus.com,nimbus.com,Paid Search - Brand,brand-phrase,false
L004855,2025-12-07 10:15:00,Jonas,Mulvaney,jonas.mulvaney@kestrel.com,kestrel.com,Paid Social - Meta,lead-form-broad,false
L004856,2025-12-20 07:00:00,Ivo,Pires,ivo.pires@juniper.com,juniper.com,Paid Social - Meta,lead-form-broad,false
L004857,2025-12-15 09:30:00,Ingrid,Mulvaney,ingrid.mulvaney@quarry.com,quarry.com,Paid Social - Meta,lead-form-broad,false
L004858,2025-12-24 09:15:00,Ingrid,Horvat,ingrid.horvat@quillon.com,quillon.com,Paid Social - Meta,lead-form-broad,false
L004859,2025-12-10 14:15:00,Adeola,Castellanos,adeola.castellanos@oakhurst.com,oakhurst.com,Paid Social - Meta,prospecting-lal,false
L004860,2025-12-08 20:30:00,Arun,Whitfield,arun.whitfield@quillon.com,quillon.com,Paid Social - Meta,mofu-retarget,false
L004861,2025-12-05 07:00:00,Estelle,Farrell,estelle.farrell@redwood.com,redwood.com,Paid Social - Meta,mofu-retarget,false
L004862,2025-12-03 10:45:00,Estelle,Zhang,estelle.zhang@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L004863,2025-12-09 19:45:00,Ingrid,Petrov,ingrid.petrov@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L004864,2025-12-19 19:45:00,Peter,Raghunathan,peter.raghunathan@foxglove.com,foxglove.com,Paid Social - Meta,lead-form-broad,false
L004865,2025-12-07 13:45:00,Yusuf,Raghunathan,yusuf.raghunathan@juniper.com,juniper.com,Paid Social - Meta,prospecting-lal,false
L004866,2025-12-13 13:15:00,Marcus,Ferreira,marcus.ferreira@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,false
L004867,2025-12-02 07:30:00,Renata,Bergstrom,renata.bergstrom@quillon.com,quillon.com,Paid Social - Meta,mofu-retarget,false
L004868,2025-12-09 09:15:00,Ivo,Okonkwo,ivo.okonkwo@ironwood.com,ironwood.com,Paid Social - Meta,prospecting-lal,false
L004869,2025-12-26 19:45:00,Renata,Zhang,renata.zhang@northwind.com,northwind.com,Paid Social - Meta,prospecting-lal,false
L004870,2025-12-01 19:15:00,Grace,Ferreira,grace.ferreira@lumen.com,lumen.com,Paid Social - Meta,mofu-retarget,false
L004871,2025-12-16 17:00:00,Siobhan,Okonkwo,siobhan.okonkwo@anvil.com,anvil.com,Paid Social - Meta,mofu-retarget,false
L004872,2025-12-19 13:00:00,Arun,Vieira,arun.vieira@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004873,2025-12-09 20:00:00,Anaya,Haddad,anaya.haddad@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L004874,2025-12-01 15:30:00,Alicia,Szabo,alicia.szabo@kestrel.com,kestrel.com,Paid Social - Meta,mofu-retarget,false
L004875,2025-12-17 13:45:00,Callum,Zhang,callum.zhang@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004876,2025-12-18 10:00:00,Omar,Demir,omar.demir@pinnacle.com,pinnacle.com,Paid Social - Meta,lead-form-broad,false
L004877,2025-12-07 11:15:00,Arun,Doyle,arun.doyle@copperline.com,copperline.com,Paid Social - Meta,prospecting-lal,false
L004878,2025-12-02 20:15:00,Siobhan,Bahri,siobhan.bahri@ferrous.com,ferrous.com,Paid Social - Meta,prospecting-lal,false
L004879,2025-12-03 12:00:00,Elodie,Okonkwo,elodie.okonkwo@halcyon.com,halcyon.com,Paid Social - Meta,lead-form-broad,false
L004880,2025-12-31 19:00:00,Anaya,Watanabe,anaya.watanabe@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L004881,2025-12-18 08:15:00,Lena,Vieira,lena.vieira@harborview.com,harborview.com,Paid Social - Meta,mofu-retarget,false
L004882,2025-12-05 13:45:00,Elodie,Horvat,elodie.horvat@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L004883,2025-12-17 08:45:00,Estelle,Haddad,estelle.haddad@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,false
L004884,2025-12-09 16:45:00,Cormac,Szabo,cormac.szabo@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004885,2025-12-30 11:45:00,Jonas,Bergstrom,jonas.bergstrom@tessellate.com,tessellate.com,Paid Social - Meta,prospecting-lal,false
L004886,2025-12-05 07:00:00,Grace,Iyer,grace.iyer@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004887,2025-12-22 09:15:00,Yusuf,Doyle,yusuf.doyle@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L004888,2025-12-18 19:00:00,Omar,Mulvaney,omar.mulvaney@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004889,2025-12-30 17:30:00,Siobhan,Krishnan,siobhan.krishnan@nimbus.com,nimbus.com,Paid Social - Meta,mofu-retarget,false
L004890,2025-12-16 08:00:00,Arun,Doyle,arun.doyle@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,false
L004891,2025-12-05 16:00:00,Ingrid,Byrne,ingrid.byrne@northwind.com,northwind.com,Paid Social - Meta,mofu-retarget,false
L004892,2025-12-03 10:45:00,Renata,Bergstrom,renata.bergstrom@halcyon.com,halcyon.com,Paid Social - Meta,mofu-retarget,false
L004893,2025-12-03 20:30:00,Arun,Petrov,arun.petrov@copperline.com,copperline.com,Paid Social - Meta,lead-form-broad,false
L004894,2025-12-01 15:45:00,Beatriz,Byrne,beatriz.byrne@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L004895,2025-12-10 14:00:00,Marcus,Moreau,marcus.moreau@quarry.com,quarry.com,Paid Social - Meta,lead-form-broad,false
L004896,2025-12-10 09:30:00,Kenji,Vieira,kenji.vieira@ember.com,ember.com,Paid Social - Meta,lead-form-broad,true
L004897,2025-12-02 15:00:00,Adeola,Lindqvist,adeola.lindqvist@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L004898,2025-12-06 17:15:00,Omar,Petrov,omar.petrov@copperline.com,copperline.com,Paid Social - Meta,lead-form-broad,false
L004899,2025-12-27 15:15:00,Yusuf,Okonkwo,yusuf.okonkwo@lumen.com,lumen.com,Paid Social - Meta,lead-form-broad,false
L004900,2025-12-17 19:30:00,Adeola,Watanabe,adeola.watanabe@northwind.com,northwind.com,Paid Social - Meta,lead-form-broad,false
L004901,2025-12-01 11:00:00,Malik,Nwosu,malik.nwosu@brightpath.com,brightpath.com,Paid Social - Meta,prospecting-lal,false
L004902,2025-12-30 16:00:00,Siobhan,Szabo,siobhan.szabo@meridian.com,meridian.com,Paid Social - Meta,mofu-retarget,false
L004903,2025-12-11 17:45:00,Noor,Whitfield,noor.whitfield@tessellate.com,tessellate.com,Paid Social - Meta,prospecting-lal,false
L004904,2025-12-26 20:30:00,Siobhan,Haddad,siobhan.haddad@marlowe.com,marlowe.com,Paid Social - Meta,prospecting-lal,false
L004905,2025-12-03 14:45:00,Estelle,Whitfield,estelle.whitfield@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L004906,2025-12-26 12:00:00,Rafael,Byrne,rafael.byrne@ridgeline.com,ridgeline.com,Paid Social - Meta,mofu-retarget,false
L004907,2025-12-26 17:00:00,Priya,Kavanagh,priya.kavanagh@ridgeline.com,ridgeline.com,Paid Social - Meta,lead-form-broad,false
L004908,2025-12-04 13:30:00,Arun,Ferreira,arun.ferreira@northwind.com,northwind.com,Paid Social - Meta,mofu-retarget,false
L004909,2025-12-06 08:15:00,Peter,Kavanagh,peter.kavanagh@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L004910,2025-12-16 12:30:00,Malik,Watanabe,malik.watanabe@northwind.com,northwind.com,Paid Social - Meta,mofu-retarget,false
L004911,2025-12-29 20:15:00,Mei,Vieira,mei.vieira@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L004912,2025-12-27 15:30:00,Jonas,Novak,jonas.novak@northwind.com,northwind.com,Paid Social - Meta,lead-form-broad,false
L004913,2025-12-27 17:15:00,Malik,Haddad,malik.haddad@oakhurst.com,oakhurst.com,Paid Social - Meta,prospecting-lal,false
L004914,2025-12-03 18:00:00,Omar,Almeida,omar.almeida@northwind.com,northwind.com,Paid Social - Meta,lead-form-broad,false
L004915,2025-12-17 17:45:00,Rafael,Farrell,rafael.farrell@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L004916,2025-12-22 15:15:00,Estelle,Demir,estelle.demir@halcyon.com,halcyon.com,Paid Social - Meta,lead-form-broad,false
L004917,2025-12-09 15:45:00,Callum,Mulvaney,callum.mulvaney@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,false
L004918,2025-12-04 19:30:00,Margit,Iyer,margit.iyer@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,false
L004919,2025-12-01 14:15:00,Alicia,Iyer,alicia.iyer@juniper.com,juniper.com,Paid Social - Meta,lead-form-broad,false
L004920,2025-12-15 17:00:00,Arun,Pires,arun.pires@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,false
L004921,2025-12-10 17:45:00,Grace,Novak,grace.novak@kestrel.com,kestrel.com,Paid Social - Meta,lead-form-broad,false
L004922,2025-12-07 12:30:00,Cormac,Moreau,cormac.moreau@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L004923,2025-12-25 20:45:00,Cormac,Moreau,cormac.moreau@solvent.com,solvent.com,Paid Social - Meta,mofu-retarget,false
L004924,2025-12-05 09:00:00,Grace,Krishnan,grace.krishnan@ironwood.com,ironwood.com,Paid Social - Meta,prospecting-lal,false
L004925,2025-12-24 11:15:00,Lena,Vieira,lena.vieira@marlowe.com,marlowe.com,Paid Social - Meta,mofu-retarget,false
L004926,2025-12-17 18:30:00,Tomas,Bergstrom,tomas.bergstrom@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004927,2025-12-30 18:45:00,Rafael,Haddad,rafael.haddad@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L004928,2025-12-24 20:30:00,Callum,Byrne,callum.byrne@copperline.com,copperline.com,Paid Social - Meta,prospecting-lal,false
L004929,2025-12-30 09:30:00,Estelle,Vieira,estelle.vieira@juniper.com,juniper.com,Paid Social - Meta,prospecting-lal,false
L004930,2025-12-07 13:15:00,Margit,Whitfield,margit.whitfield@solvent.com,solvent.com,Paid Social - Meta,lead-form-broad,false
L004931,2025-12-30 07:15:00,Margit,Watanabe,margit.watanabe@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,false
L004932,2025-12-17 08:00:00,Alicia,Moreau,alicia.moreau@foxglove.com,foxglove.com,Paid Social - Meta,mofu-retarget,false
L004933,2025-12-21 11:30:00,Margit,Okonkwo,margit.okonkwo@harborview.com,harborview.com,Paid Social - Meta,mofu-retarget,false
L004934,2025-12-14 18:00:00,Ivo,Bahri,ivo.bahri@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L004935,2025-12-04 17:00:00,Siobhan,Almeida,siobhan.almeida@arclight.com,arclight.com,Paid Social - Meta,prospecting-lal,false
L004936,2025-12-14 13:00:00,Grace,Vieira,grace.vieira@kestrel.com,kestrel.com,Paid Social - Meta,prospecting-lal,false
L004937,2025-12-31 16:45:00,Renata,Watanabe,renata.watanabe@solvent.com,solvent.com,Paid Social - Meta,mofu-retarget,false
L004938,2025-12-18 12:45:00,Marcus,Petrov,marcus.petrov@lumen.com,lumen.com,Paid Social - Meta,prospecting-lal,false
L004939,2025-12-27 10:45:00,Adeola,Novak,adeola.novak@arclight.com,arclight.com,Paid Social - Meta,prospecting-lal,false
L004940,2025-12-17 13:15:00,Jonas,Grant,jonas.grant@kestrel.com,kestrel.com,Paid Social - Meta,lead-form-broad,false
L004941,2025-12-30 17:00:00,Rafael,Iyer,rafael.iyer@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L004942,2025-12-03 08:15:00,Ingrid,Byrne,ingrid.byrne@ridgeline.com,ridgeline.com,Paid Social - Meta,lead-form-broad,false
L004943,2025-12-14 13:30:00,Ingrid,Nwosu,ingrid.nwosu@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L004944,2025-12-13 17:45:00,Darius,Whitfield,darius.whitfield@northwind.com,northwind.com,Paid Social - Meta,mofu-retarget,false
L004945,2025-12-14 12:15:00,Renata,Bergstrom,renata.bergstrom@lumen.com,lumen.com,Paid Social - Meta,mofu-retarget,false
L004946,2025-12-06 13:45:00,Alicia,Vieira,alicia.vieira@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L004947,2025-12-26 17:30:00,Peter,Horvat,peter.horvat@quillon.com,quillon.com,Paid Social - Meta,lead-form-broad,false
L004948,2025-12-11 15:30:00,Rafael,Demir,rafael.demir@ember.com,ember.com,Paid Social - Meta,lead-form-broad,false
L004949,2025-12-26 17:15:00,Elodie,Nwosu,elodie.nwosu@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L004950,2025-12-05 15:00:00,Darius,Horvat,darius.horvat@juniper.com,juniper.com,Paid Social - Meta,lead-form-broad,false
L004951,2025-12-07 11:15:00,Callum,Vieira,callum.vieira@northwind.com,northwind.com,Paid Social - Meta,prospecting-lal,false
L004952,2025-12-23 13:00:00,Rafael,Castellanos,rafael.castellanos@ridgeline.com,ridgeline.com,Paid Social - Meta,lead-form-broad,false
L004953,2025-12-19 19:45:00,Beatriz,Demir,beatriz.demir@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L004954,2025-12-29 08:00:00,Estelle,Demir,estelle.demir@oakhurst.com,oakhurst.com,Paid Social - Meta,mofu-retarget,false
L004955,2025-12-16 12:15:00,Margit,Lindqvist,margit.lindqvist@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L004956,2025-12-30 14:00:00,Alicia,Haddad,alicia.haddad@solvent.com,solvent.com,Paid Social - Meta,prospecting-lal,false
L004957,2025-12-07 08:45:00,Peter,Petrov,peter.petrov@harborview.com,harborview.com,Paid Social - Meta,mofu-retarget,false
L004958,2025-12-25 14:45:00,Malik,Kavanagh,malik.kavanagh@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L004959,2025-12-11 07:45:00,Malik,Mulvaney,malik.mulvaney@pinnacle.com,pinnacle.com,Paid Social - Meta,mofu-retarget,false
L004960,2025-12-21 18:15:00,Renata,Nwosu,renata.nwosu@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L004961,2025-12-14 09:00:00,Grace,Okonkwo,grace.okonkwo@pinnacle.com,pinnacle.com,Paid Social - Meta,lead-form-broad,false
L004962,2025-12-17 14:15:00,Rafael,Whitfield,rafael.whitfield@marlowe.com,marlowe.com,Paid Social - Meta,mofu-retarget,false
L004963,2025-12-21 13:45:00,Jonas,Ferreira,jonas.ferreira@quillon.com,quillon.com,Paid Social - Meta,lead-form-broad,false
L004964,2025-12-31 18:00:00,Adeola,Zhang,adeola.zhang@granitepeak.com,granitepeak.com,Paid Social - Meta,lead-form-broad,false
L004965,2025-12-04 09:15:00,Malik,Watanabe,malik.watanabe@ferrous.com,ferrous.com,Paid Social - Meta,lead-form-broad,false
L004966,2025-12-01 17:45:00,Omar,Horvat,omar.horvat@copperline.com,copperline.com,Paid Social - Meta,lead-form-broad,false
L004967,2025-12-31 19:15:00,Priya,Pires,priya.pires@arclight.com,arclight.com,Paid Social - Meta,mofu-retarget,false
L004968,2025-12-18 14:00:00,Elodie,Raghunathan,elodie.raghunathan@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L004969,2025-12-26 13:00:00,Grace,Whitfield,grace.whitfield@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L004970,2025-12-19 14:15:00,Omar,Mulvaney,omar.mulvaney@pinnacle.com,pinnacle.com,Paid Social - Meta,lead-form-broad,false
L004971,2025-12-13 16:30:00,Malik,Iyer,malik.iyer@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,false
L004972,2025-12-04 10:30:00,Malik,Lindqvist,malik.lindqvist@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L004973,2025-12-03 14:00:00,Renata,Horvat,renata.horvat@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,false
L004974,2025-12-18 12:30:00,Grace,Lindqvist,grace.lindqvist@marlowe.com,marlowe.com,Paid Social - Meta,mofu-retarget,false
L004975,2025-12-29 17:15:00,Priya,Novak,priya.novak@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L004976,2025-12-29 16:45:00,Omar,Byrne,omar.byrne@marlowe.com,marlowe.com,Paid Social - Meta,prospecting-lal,false
L004977,2025-12-06 16:15:00,Malik,Aaltonen,malik.aaltonen@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,false
L004978,2025-12-21 09:00:00,Anaya,Byrne,anaya.byrne@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,true
L004979,2025-12-21 16:15:00,Marcus,Krishnan,marcus.krishnan@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L004980,2025-12-05 11:30:00,Lena,Doyle,lena.doyle@anvil.com,anvil.com,Paid Social - Meta,prospecting-lal,false
L004981,2025-12-03 20:15:00,Margit,Mulvaney,margit.mulvaney@arclight.com,arclight.com,Paid Social - Meta,mofu-retarget,false
L004982,2025-12-05 14:45:00,Malik,Moreau,malik.moreau@lumen.com,lumen.com,Paid Social - Meta,prospecting-lal,false
L004983,2025-12-25 15:00:00,Jonas,Aaltonen,jonas.aaltonen@granitepeak.com,granitepeak.com,Paid Social - Meta,mofu-retarget,false
L004984,2025-12-24 07:30:00,Estelle,Farrell,estelle.farrell@ember.com,ember.com,Paid Social - Meta,prospecting-lal,false
L004985,2025-12-15 07:00:00,Beatriz,Novak,beatriz.novak@northwind.com,northwind.com,Paid Social - Meta,lead-form-broad,false
L004986,2025-12-19 09:15:00,Tomas,Aaltonen,tomas.aaltonen@foxglove.com,foxglove.com,Paid Social - Meta,prospecting-lal,false
L004987,2025-12-26 11:30:00,Grace,Lindqvist,grace.lindqvist@redwood.com,redwood.com,Paid Social - Meta,prospecting-lal,false
L004988,2025-12-22 08:45:00,Priya,Pires,priya.pires@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L004989,2025-12-05 13:15:00,Anaya,Kavanagh,anaya.kavanagh@oakhurst.com,oakhurst.com,Paid Social - Meta,prospecting-lal,false
L004990,2025-12-18 12:15:00,Lena,Farrell,lena.farrell@brightpath.com,brightpath.com,Paid Social - Meta,lead-form-broad,false
L004991,2025-12-18 13:45:00,Alicia,Watanabe,alicia.watanabe@anvil.com,anvil.com,Paid Social - Meta,prospecting-lal,false
L004992,2025-12-18 17:00:00,Tomas,Mulvaney,tomas.mulvaney@kestrel.com,kestrel.com,Paid Social - Meta,prospecting-lal,false
L004993,2025-12-05 14:45:00,Beatriz,Krishnan,beatriz.krishnan@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L004994,2025-12-09 17:30:00,Hollis,Doyle,hollis.doyle@saltmarsh.com,saltmarsh.com,Paid Social - Meta,prospecting-lal,false
L004995,2025-12-17 13:30:00,Adeola,Demir,adeola.demir@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L004996,2025-12-17 12:00:00,Marcus,Watanabe,marcus.watanabe@ember.com,ember.com,Paid Social - Meta,prospecting-lal,false
L004997,2025-12-27 20:45:00,Alicia,Aaltonen,alicia.aaltonen@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L004998,2025-12-27 17:30:00,Cormac,Pires,cormac.pires@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L004999,2025-12-29 14:45:00,Ivo,Szabo,ivo.szabo@redwood.com,redwood.com,Paid Social - Meta,mofu-retarget,false
L005000,2025-12-21 20:45:00,Priya,Byrne,priya.byrne@ember.com,ember.com,Paid Social - Meta,mofu-retarget,false
L005001,2025-12-26 15:30:00,Ivo,Aaltonen,ivo.aaltonen@ember.com,ember.com,Paid Social - Meta,prospecting-lal,false
L005002,2025-12-15 20:15:00,Jonas,Bahri,jonas.bahri@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L005003,2025-12-15 19:30:00,Callum,Bergstrom,callum.bergstrom@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L005004,2025-12-05 19:00:00,Renata,Whitfield,renata.whitfield@tessellate.com,tessellate.com,Paid Social - Meta,prospecting-lal,false
L005005,2025-12-31 18:00:00,Tomas,Demir,tomas.demir@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L005006,2025-12-22 13:15:00,Alicia,Horvat,alicia.horvat@nimbus.com,nimbus.com,Paid Social - Meta,mofu-retarget,false
L005007,2025-12-20 12:45:00,Rafael,Bergstrom,rafael.bergstrom@redwood.com,redwood.com,Paid Social - Meta,prospecting-lal,false
L005008,2025-12-02 08:15:00,Jonas,Byrne,jonas.byrne@quillon.com,quillon.com,Paid Social - Meta,lead-form-broad,false
L005009,2025-12-02 09:00:00,Beatriz,Nwosu,beatriz.nwosu@quarry.com,quarry.com,Paid Social - Meta,mofu-retarget,false
L005010,2025-12-26 12:45:00,Siobhan,Doyle,siobhan.doyle@foxglove.com,foxglove.com,Paid Social - Meta,lead-form-broad,false
L005011,2025-12-12 14:45:00,Kenji,Lindqvist,kenji.lindqvist@meridian.com,meridian.com,Paid Social - Meta,mofu-retarget,false
L005012,2025-12-05 12:00:00,Callum,Whitfield,callum.whitfield@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L005013,2025-12-22 19:45:00,Tomas,Haddad,tomas.haddad@northwind.com,northwind.com,Paid Social - Meta,prospecting-lal,false
L005014,2025-12-30 12:45:00,Lena,Nwosu,lena.nwosu@thornbury.com,thornbury.com,Paid Social - Meta,mofu-retarget,false
L005015,2025-12-04 08:45:00,Lena,Haddad,lena.haddad@pinnacle.com,pinnacle.com,Paid Social - Meta,mofu-retarget,false
L005016,2025-12-02 15:15:00,Lena,Vieira,lena.vieira@meridian.com,meridian.com,Paid Social - Meta,mofu-retarget,false
L005017,2025-12-10 16:15:00,Omar,Horvat,omar.horvat@quillon.com,quillon.com,Paid Social - Meta,prospecting-lal,false
L005018,2025-12-14 20:15:00,Siobhan,Vieira,siobhan.vieira@arclight.com,arclight.com,Paid Social - Meta,mofu-retarget,false
L005019,2025-12-21 14:45:00,Grace,Watanabe,grace.watanabe@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L005020,2025-12-09 11:30:00,Adeola,Vieira,adeola.vieira@redwood.com,redwood.com,Paid Social - Meta,prospecting-lal,false
L005021,2025-12-10 16:00:00,Priya,Bahri,priya.bahri@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L005022,2025-12-10 11:30:00,Margit,Lindqvist,margit.lindqvist@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L005023,2025-12-23 09:15:00,Siobhan,Kavanagh,siobhan.kavanagh@brightpath.com,brightpath.com,Paid Social - Meta,lead-form-broad,false
L005024,2025-12-11 17:30:00,Malik,Petrov,malik.petrov@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L005025,2025-12-11 07:15:00,Omar,Bergstrom,omar.bergstrom@halcyon.com,halcyon.com,Paid Social - Meta,prospecting-lal,false
L005026,2025-12-10 09:45:00,Yusuf,Castellanos,yusuf.castellanos@anvil.com,anvil.com,Paid Social - Meta,mofu-retarget,false
L005027,2025-12-15 07:15:00,Marcus,Demir,marcus.demir@anvil.com,anvil.com,Paid Social - Meta,lead-form-broad,false
L005028,2025-12-18 16:00:00,Margit,Vieira,margit.vieira@ridgeline.com,ridgeline.com,Paid Social - Meta,mofu-retarget,false
L005029,2025-12-31 16:00:00,Kenji,Iyer,kenji.iyer@arclight.com,arclight.com,Paid Social - Meta,prospecting-lal,false
L005030,2025-12-03 12:00:00,Arun,Grant,arun.grant@pinnacle.com,pinnacle.com,Paid Social - Meta,lead-form-broad,false
L005031,2025-12-16 13:30:00,Cormac,Iyer,cormac.iyer@marlowe.com,marlowe.com,Paid Social - Meta,mofu-retarget,false
L005032,2025-12-26 16:30:00,Peter,Bahri,peter.bahri@meridian.com,meridian.com,Paid Social - Meta,lead-form-broad,false
L005033,2025-12-09 17:30:00,Priya,Ferreira,priya.ferreira@quillon.com,quillon.com,Paid Social - Meta,lead-form-broad,false
L005034,2025-12-07 11:45:00,Adeola,Doyle,adeola.doyle@saltmarsh.com,saltmarsh.com,Paid Social - Meta,mofu-retarget,false
L005035,2025-12-05 07:30:00,Darius,Aaltonen,darius.aaltonen@halcyon.com,halcyon.com,Paid Social - Meta,prospecting-lal,false
L005036,2025-12-17 11:15:00,Grace,Okonkwo,grace.okonkwo@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L005037,2025-12-25 11:00:00,Peter,Byrne,peter.byrne@ferrous.com,ferrous.com,Paid Social - Meta,prospecting-lal,false
L005038,2025-12-25 07:00:00,Peter,Novak,peter.novak@harborview.com,harborview.com,Paid Social - Meta,lead-form-broad,false
L005039,2025-12-01 07:15:00,Ivo,Ferreira,ivo.ferreira@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L005040,2025-12-13 15:15:00,Elodie,Vieira,elodie.vieira@solvent.com,solvent.com,Paid Social - Meta,lead-form-broad,false
L005041,2025-12-25 12:30:00,Alicia,Krishnan,alicia.krishnan@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L005042,2025-12-26 08:45:00,Tomas,Grant,tomas.grant@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
